id_tubarao,tempo,timestamp,lat,lon,comportamento,p_forrageio
1,2024-01-01 00:00:00,1704078000,-8.012491,57.330031,busca,0.4404
1,2024-01-01 00:05:00,1704078300,-8.012189,57.342076,busca,0.4047
1,2024-01-01 00:10:00,1704078600,-8.015243,57.351669,busca,0.3129
1,2024-01-01 00:15:00,1704078900,-8.017544,57.363267,busca,0.4273
1,2024-01-01 00:20:00,1704079200,-8.013757,57.36224,busca,0.4263
1,2024-01-01 00:25:00,1704079500,-8.015858,57.356078,busca,0.4218
1,2024-01-01 00:30:00,1704079800,-8.014727,57.362992,busca,0.3511
1,2024-01-01 00:35:00,1704080100,-8.012444,57.366588,busca,0.4213
1,2024-01-01 00:40:00,1704080400,-8.00601,57.360252,busca,0.5532
1,2024-01-01 00:45:00,1704080700,-8.005766,57.359031,busca,0.4128
1,2024-01-01 00:50:00,1704081000,-7.998111,57.356986,busca,0.5008
1,2024-01-01 00:55:00,1704081300,-8.001683,57.356472,busca,0.5063
1,2024-01-01 01:00:00,1704081600,-8.000793,57.357913,busca,0.4554
1,2024-01-01 01:05:00,1704081900,-8.004341,57.360847,busca,0.4738
1,2024-01-01 01:10:00,1704082200,-7.995277,57.357566,busca,0.4984
1,2024-01-01 01:15:00,1704082500,-7.989401,57.345989,busca,0.3749
1,2024-01-01 01:20:00,1704082800,-7.998193,57.354697,busca,0.4796
1,2024-01-01 01:25:00,1704083100,-8.00154,57.349998,busca,0.3658
1,2024-01-01 01:30:00,1704083400,-7.999345,57.345162,busca,0.4814
1,2024-01-01 01:35:00,1704083700,-7.992806,57.339682,busca,0.3647
1,2024-01-01 01:40:00,1704084000,-8.002183,57.345036,busca,0.6441
1,2024-01-01 01:45:00,1704084300,-8.004691,57.347775,busca,0.4751
1,2024-01-01 01:50:00,1704084600,-8.007121,57.351089,busca,0.5289
1,2024-01-01 01:55:00,1704084900,-8.008299,57.354779,busca,0.5058
1,2024-01-01 02:00:00,1704085200,-8.011479,57.353382,busca,0.4744
1,2024-01-01 02:05:00,1704085500,-8.011671,57.35072,busca,0.5334
1,2024-01-01 02:10:00,1704085800,-8.015241,57.353214,busca,0.4601
1,2024-01-01 02:15:00,1704086100,-8.010255,57.353591,busca,0.3972
1,2024-01-01 02:20:00,1704086400,-8.013847,57.354887,busca,0.3566
1,2024-01-01 02:25:00,1704086700,-8.020511,57.353068,busca,0.4777
1,2024-01-01 02:30:00,1704087000,-8.009337,57.35559,busca,0.4265
1,2024-01-01 02:35:00,1704087300,-8.001401,57.360628,busca,0.4375
1,2024-01-01 02:40:00,1704087600,-8.000945,57.369201,busca,0.3329
1,2024-01-01 02:45:00,1704087900,-7.994211,57.369546,busca,0.6692
1,2024-01-01 02:50:00,1704088200,-7.99337,57.369638,busca,0.4666
1,2024-01-01 02:55:00,1704088500,-7.999748,57.369629,busca,0.4397
1,2024-01-01 03:00:00,1704088800,-8.002701,57.374204,busca,0.463
1,2024-01-01 03:05:00,1704089100,-8.006602,57.374328,busca,0.4968
1,2024-01-01 03:10:00,1704089400,-8.001793,57.376031,busca,0.562
1,2024-01-01 03:15:00,1704089700,-8.003663,57.376741,busca,0.5192
1,2024-01-01 03:20:00,1704090000,-8.004842,57.376784,busca,0.346
1,2024-01-01 03:25:00,1704090300,-8.00222,57.381802,busca,0.427
1,2024-01-01 03:30:00,1704090600,-8.012912,57.381539,busca,0.444
1,2024-01-01 03:35:00,1704090900,-8.01443,57.375219,busca,0.5886
1,2024-01-01 03:40:00,1704091200,-8.014657,57.372507,busca,0.3979
1,2024-01-01 03:45:00,1704091500,-8.010161,57.369088,busca,0.4607
1,2024-01-01 03:50:00,1704091800,-8.005374,57.364429,busca,0.5744
1,2024-01-01 03:55:00,1704092100,-8.007443,57.363788,forrageando,0.5785
1,2024-01-01 04:00:00,1704092400,-8.009454,57.360758,forrageando,0.506
1,2024-01-01 04:05:00,1704092700,-8.009701,57.362845,forrageando,0.6223
1,2024-01-01 04:10:00,1704093000,-8.009116,57.361697,forrageando,0.5083
1,2024-01-01 04:15:00,1704093300,-8.013362,57.361782,forrageando,0.4458
1,2024-01-01 04:20:00,1704093600,-8.011103,57.358791,forrageando,0.5106
1,2024-01-01 04:25:00,1704093900,-8.009996,57.357109,forrageando,0.6387
1,2024-01-01 04:30:00,1704094200,-8.011159,57.360056,forrageando,0.4744
1,2024-01-01 04:35:00,1704094500,-8.016988,57.368678,forrageando,0.3745
1,2024-01-01 04:40:00,1704094800,-8.019852,57.365246,forrageando,0.6049
1,2024-01-01 04:45:00,1704095100,-8.018558,57.365375,forrageando,0.5685
1,2024-01-01 04:50:00,1704095400,-8.018839,57.363613,forrageando,0.4607
1,2024-01-01 04:55:00,1704095700,-8.024008,57.359613,forrageando,0.5036
1,2024-01-01 05:00:00,1704096000,-8.022978,57.355996,forrageando,0.5907
1,2024-01-01 05:05:00,1704096300,-8.024006,57.358431,forrageando,0.5401
1,2024-01-01 05:10:00,1704096600,-8.026812,57.35593,forrageando,0.5013
1,2024-01-01 05:15:00,1704096900,-8.02438,57.35245,forrageando,0.5758
1,2024-01-01 05:20:00,1704097200,-8.026229,57.350548,forrageando,0.4647
1,2024-01-01 05:25:00,1704097500,-8.031455,57.348904,forrageando,0.533
1,2024-01-01 05:30:00,1704097800,-8.031051,57.347471,forrageando,0.666
1,2024-01-01 05:35:00,1704098100,-8.031731,57.345686,forrageando,0.5602
1,2024-01-01 05:40:00,1704098400,-8.03132,57.341693,forrageando,0.4896
1,2024-01-01 05:45:00,1704098700,-8.031893,57.336871,forrageando,0.5258
1,2024-01-01 05:50:00,1704099000,-8.035042,57.336268,forrageando,0.4799
1,2024-01-01 05:55:00,1704099300,-8.027814,57.33061,forrageando,0.5047
1,2024-01-01 06:00:00,1704099600,-8.026958,57.332999,forrageando,0.5561
1,2024-01-01 06:05:00,1704099900,-8.027673,57.330566,forrageando,0.5126
1,2024-01-01 06:10:00,1704100200,-8.024781,57.328315,forrageando,0.5922
1,2024-01-01 06:15:00,1704100500,-8.024423,57.326879,forrageando,0.6526
1,2024-01-01 06:20:00,1704100800,-8.024813,57.32736,forrageando,0.517
1,2024-01-01 06:25:00,1704101100,-8.02698,57.328822,forrageando,0.5224
1,2024-01-01 06:30:00,1704101400,-8.02964,57.323969,forrageando,0.5374
1,2024-01-01 06:35:00,1704101700,-8.032124,57.324572,forrageando,0.4017
1,2024-01-01 06:40:00,1704102000,-8.031952,57.321397,forrageando,0.4131
1,2024-01-01 06:45:00,1704102300,-8.027406,57.332327,forrageando,0.6088
1,2024-01-01 06:50:00,1704102600,-8.028149,57.331864,forrageando,0.4212
1,2024-01-01 06:55:00,1704102900,-8.024825,57.331542,forrageando,0.5299
1,2024-01-01 07:00:00,1704103200,-8.022781,57.333995,forrageando,0.4924
1,2024-01-01 07:05:00,1704103500,-8.030416,57.32258,forrageando,0.5335
1,2024-01-01 07:10:00,1704103800,-8.029111,57.323177,forrageando,0.3756
1,2024-01-01 07:15:00,1704104100,-8.032428,57.322539,forrageando,0.3993
1,2024-01-01 07:20:00,1704104400,-8.033197,57.325698,forrageando,0.5577
1,2024-01-01 07:25:00,1704104700,-8.033772,57.329875,forrageando,0.573
1,2024-01-01 07:30:00,1704105000,-8.038117,57.327496,forrageando,0.4685
1,2024-01-01 07:35:00,1704105300,-8.036005,57.317726,forrageando,0.5481
1,2024-01-01 07:40:00,1704105600,-8.03679,57.31608,forrageando,0.5297
1,2024-01-01 07:45:00,1704105900,-8.037197,57.313596,forrageando,0.6142
1,2024-01-01 07:50:00,1704106200,-8.038342,57.315717,forrageando,0.5938
1,2024-01-01 07:55:00,1704106500,-8.039704,57.311511,forrageando,0.6104
1,2024-01-01 08:00:00,1704106800,-8.038636,57.315507,forrageando,0.4703
1,2024-01-01 08:05:00,1704107100,-8.03969,57.323743,forrageando,0.4091
1,2024-01-01 08:10:00,1704107400,-8.050628,57.325046,forrageando,0.5429
1,2024-01-01 08:15:00,1704107700,-8.050395,57.325673,forrageando,0.5447
1,2024-01-01 08:20:00,1704108000,-8.050471,57.324255,forrageando,0.4469
1,2024-01-01 08:25:00,1704108300,-8.042723,57.326801,forrageando,0.512
1,2024-01-01 08:30:00,1704108600,-8.037076,57.324927,forrageando,0.3917
1,2024-01-01 08:35:00,1704108900,-8.040993,57.3153,forrageando,0.6039
1,2024-01-01 08:40:00,1704109200,-8.040054,57.311403,forrageando,0.459
1,2024-01-01 08:45:00,1704109500,-8.047222,57.315848,forrageando,0.5559
1,2024-01-01 08:50:00,1704109800,-8.044653,57.312942,forrageando,0.5478
1,2024-01-01 08:55:00,1704110100,-8.041789,57.317469,forrageando,0.5058
1,2024-01-01 09:00:00,1704110400,-8.045589,57.316747,forrageando,0.5342
1,2024-01-01 09:05:00,1704110700,-8.045248,57.315654,forrageando,0.4248
1,2024-01-01 09:10:00,1704111000,-8.044055,57.309181,forrageando,0.3952
1,2024-01-01 09:15:00,1704111300,-8.040559,57.31143,forrageando,0.5411
